blink_rate,gaze_score,head_deviation,focus_label
0.0,100.0,3.1,4
0.0,100.0,2.8,4
0.0,100.0,0.6,4
0.0,100.0,3.4,4
0.0,100.0,5.3,4
0.0,100.0,9.7,4
0.0,100.0,12.4,4
0.0,100.0,15.1,4
0.0,100.0,18.2,4
0.0,100.0,20.7,4
0.0,100.0,21.4,4
0.0,100.0,22.6,4
0.0,100.0,23.3,4
0.0,100.0,22.6,4
0.0,100.0,21.8,4
0.0,100.0,18.2,4
0.0,100.0,19.6,4
0.0,100.0,17.6,4
0.0,100.0,16.8,4
0.0,100.0,15.8,4
0.0,100.0,14.8,4
0.0,100.0,14.9,4
0.0,100.0,13.8,4
0.0,100.0,13.6,4
0.0,100.0,13.2,4
0.0,100.0,12.6,4
0.0,100.0,11.7,4
0.0,100.0,11.8,4
0.0,100.0,11.2,4
0.0,100.0,11.2,4
0.0,100.0,12.4,4
0.0,100.0,12.8,4
0.0,100.0,11.9,4
0.0,100.0,9.0,4
0.0,100.0,6.1,4
0.0,100.0,5.7,4
0.0,100.0,4.8,4
0.0,100.0,4.9,4
0.0,100.0,5.4,4
0.0,100.0,5.4,4
0.0,100.0,3.9,4
0.0,100.0,5.9,4
0.0,100.0,6.3,4
0.0,100.0,5.4,4
0.0,100.0,6.2,4
0.0,100.0,5.4,4
0.0,100.0,4.8,4
0.0,100.0,4.4,4
0.0,100.0,3.9,4
0.0,100.0,3.3,4
0.0,100.0,3.3,4
0.0,100.0,5.6,4
0.0,100.0,4.4,4
0.0,100.0,5.5,4
0.0,100.0,5.1,4
0.0,100.0,5.0,4
0.0,100.0,5.6,4
0.0,100.0,5.2,4
0.0,100.0,4.9,4
0.0,100.0,4.9,4
0.0,100.0,3.6,4
0.0,100.0,4.6,4
0.0,100.0,4.8,4
0.0,100.0,4.0,4
0.0,100.0,2.9,4
0.0,100.0,2.9,4
0.0,100.0,2.9,4
0.0,100.0,2.1,4
0.0,100.0,1.0,4
0.0,100.0,3.0,4
0.0,100.0,3.4,4
0.0,100.0,3.1,4
0.0,100.0,3.3,4
0.0,100.0,1.0,4
0.0,100.0,3.4,4
0.0,100.0,3.0,4
0.0,100.0,2.3,4
0.0,100.0,4.0,4
0.0,100.0,2.7,4
0.0,100.0,3.9,4
0.0,100.0,3.6,4
0.0,100.0,4.1,4
0.0,100.0,3.7,4
0.0,100.0,4.3,4
0.0,100.0,3.1,4
0.0,100.0,2.8,4
0.0,100.0,3.2,4
0.0,100.0,3.0,4
0.0,100.0,3.0,4
0.0,100.0,2.0,4
0.0,100.0,2.4,4
0.0,100.0,2.6,4
0.0,100.0,1.9,4
0.0,100.0,3.2,4
0.0,100.0,2.3,4
0.0,100.0,2.6,4
0.0,100.0,2.6,4
0.0,100.0,3.5,4
0.0,100.0,1.8,4
0.0,100.0,2.1,4
0.0,100.0,2.8,4
0.0,100.0,2.5,4
0.0,100.0,3.5,4
0.0,100.0,2.8,4
0.0,100.0,2.1,4
0.0,100.0,1.9,4
0.0,100.0,2.5,4
0.0,100.0,2.4,4
0.0,100.0,2.8,4
0.0,100.0,2.8,4
0.0,100.0,1.7,4
0.0,100.0,2.8,4
0.0,100.0,1.7,4
0.0,100.0,1.4,4
0.0,100.0,2.6,4
0.0,100.0,1.6,4
0.0,100.0,2.1,4
0.0,100.0,2.3,4
0.0,100.0,2.9,4
0.0,100.0,2.8,4
0.0,100.0,2.4,4
0.0,100.0,2.8,4
0.0,100.0,2.5,4
0.0,100.0,2.4,4
0.0,100.0,3.9,4
0.0,100.0,2.2,4
0.0,100.0,3.1,4
0.0,100.0,2.7,4
0.0,100.0,4.2,4
0.0,100.0,3.2,4
0.0,100.0,2.6,4
0.0,100.0,2.8,4
0.0,100.0,2.8,4
0.0,100.0,2.5,4
0.0,100.0,2.7,4
0.0,100.0,2.4,4
0.0,100.0,2.9,4
0.0,100.0,2.7,4
0.0,100.0,1.8,4
0.0,100.0,2.8,4
0.0,100.0,2.3,4
0.0,100.0,3.0,4
0.0,100.0,3.5,4
0.0,100.0,3.5,4
0.0,100.0,3.9,4
0.0,100.0,2.4,4
0.0,100.0,2.2,4
0.0,100.0,2.7,4
0.0,100.0,3.9,4
0.0,100.0,2.6,4
0.0,100.0,2.2,4
0.0,100.0,3.2,4
0.0,100.0,2.8,4
0.0,100.0,3.3,4
0.0,100.0,3.1,4
0.0,100.0,3.3,4
0.0,100.0,3.6,4
0.0,100.0,3.4,4
0.0,100.0,3.1,4
0.0,100.0,3.8,4
0.0,100.0,2.7,4
0.0,100.0,2.8,4
0.0,100.0,2.8,4
0.0,100.0,3.3,4
0.0,100.0,3.6,4
0.0,100.0,3.6,4
0.0,100.0,3.1,4
0.0,100.0,2.8,4
0.0,100.0,2.7,4
0.0,100.0,3.0,4
0.0,100.0,2.7,4
0.0,100.0,3.1,4
0.0,100.0,3.1,4
0.0,100.0,3.0,4
0.0,100.0,3.4,4
0.0,100.0,3.6,4
0.0,100.0,3.0,4
0.0,100.0,2.3,4
0.0,100.0,2.8,4
0.0,100.0,3.1,4
0.0,100.0,2.4,4
0.0,100.0,2.7,4
0.0,100.0,3.3,4
0.0,100.0,3.2,4
0.0,100.0,2.4,4
0.0,100.0,1.5,4
0.0,100.0,1.6,4
0.0,100.0,1.6,4
0.0,100.0,1.9,4
0.0,100.0,1.8,4
0.0,100.0,1.7,4
0.0,100.0,1.3,4
0.0,100.0,0.4,4
0.0,100.0,1.1,4
0.0,100.0,1.4,4
0.0,100.0,1.3,4
0.0,100.0,0.9,4
0.0,100.0,0.3,4
0.0,100.0,2.4,4
0.0,100.0,0.8,4
0.0,100.0,1.0,4
0.0,100.0,1.3,4
0.0,100.0,2.0,4
0.0,100.0,0.9,4
0.0,100.0,0.6,4
0.0,100.0,0.7,4
0.0,100.0,0.2,4
0.0,100.0,1.0,4
0.0,100.0,0.9,4
0.0,100.0,1.3,4
0.0,100.0,0.4,4
0.0,100.0,1.6,4
0.0,100.0,1.3,4
0.0,100.0,0.0,4
0.0,100.0,0.1,4
0.0,100.0,1.7,4
0.0,100.0,1.7,4
0.0,100.0,0.5,4
0.0,100.0,0.7,4
0.0,100.0,0.3,4
0.0,100.0,0.1,4
0.0,100.0,0.3,4
0.0,100.0,0.6,4
0.0,100.0,0.7,4
0.0,100.0,0.8,4
0.0,100.0,0.6,4
0.0,100.0,0.0,4
0.0,100.0,0.7,4
0.0,100.0,0.5,4
0.0,100.0,1.0,4
0.0,100.0,1.0,4
0.0,100.0,0.4,4
0.0,100.0,0.4,4
0.0,100.0,0.8,4
0.0,100.0,2.2,4
0.0,100.0,1.0,4
0.0,100.0,0.1,4
0.0,100.0,1.4,4
0.0,100.0,0.9,4
0.0,100.0,1.2,4
0.0,100.0,2.2,4
0.0,100.0,0.1,4
0.0,100.0,2.6,4
0.0,100.0,1.7,4
0.0,100.0,1.4,4
0.0,100.0,0.5,4
0.0,100.0,2.9,4
