timestamp,blink_rate,gaze_score,head_deviation,focus_score
1772797724.0118139,14.61,100.0,1.1,33
1772797724.311709,14.51,100.0,2.5,51
1772797724.612664,14.4,100.0,0.4,33
1772797724.9113543,14.3,100.0,0.5,33
1772797725.2159262,14.2,100.0,0.3,33
1772797725.5115912,14.1,100.0,0.4,55
1772797725.8122344,14.0,100.0,0.8,53
1772797726.1079998,15.3,100.0,2.9,52
1772797726.4078872,16.57,100.0,2.5,74
1772797726.707318,16.46,100.0,3.1,69
1772797727.0078263,16.35,100.0,4.3,52
1772797727.3073757,16.23,100.0,4.4,52
1772797727.608365,16.13,100.0,4.1,50
1772797727.9072633,17.35,100.0,5.2,39
1772797728.7504106,18.34,100.0,10.1,29
1772797729.0473034,18.23,100.0,4.3,52
1772797729.3471963,18.11,100.0,1.7,58
1772797729.6472917,17.99,100.0,4.2,50
1772797729.9474633,17.88,100.0,8.5,30
1772797730.248095,17.76,100.0,18.8,0
1772797730.5727687,17.65,100.0,21.5,0
1772797730.8482685,17.54,100.0,6.0,39
1772797731.1481102,17.43,100.0,7.6,40
1772797731.4655538,17.32,100.0,12.4,17
1772797731.747693,17.22,100.0,12.6,18
1772797732.0474732,17.11,100.0,17.1,0
1772797732.3475323,17.01,100.0,19.1,0
1772797732.6481826,16.9,100.0,20.3,0
1772797732.9478543,16.8,100.0,22.9,0
1772797733.2437887,16.7,100.0,23.0,0
1772797733.5439534,16.61,100.0,21.8,0
1772797733.8463879,16.51,100.0,22.5,0
1772797734.1543381,16.41,100.0,23.9,0
1772797734.4436176,16.32,100.0,22.1,0
1772797734.7539039,16.22,100.0,21.8,0
1772797735.043423,16.13,100.0,22.3,0
1772797735.3555725,16.03,100.0,19.3,0
1772797735.643533,15.94,100.0,20.0,0
1772797735.94341,15.85,100.0,22.4,0
1772797736.2432284,15.76,100.0,23.0,0
1772797736.5431988,15.68,100.0,19.2,0
1772797736.843539,15.59,100.0,20.0,3
1772797737.1512046,15.5,100.0,22.6,3
1772797737.4499087,15.42,100.0,22.9,3
1772797737.7433863,15.33,100.0,23.7,3
1772797738.0451899,15.25,100.0,22.7,3
1772797738.3440154,15.17,100.0,23.5,3
1772797738.6497557,15.08,100.0,22.7,3
1772797738.944076,15.0,100.0,22.9,3
1772797739.2817657,14.92,100.0,23.9,3
1772797739.5431788,14.84,100.0,22.5,3
1772797739.8431687,14.77,100.0,20.5,3
1772797740.980982,15.51,100.0,18.6,3
1772797741.3388894,15.42,100.0,12.6,20
1772797741.639658,15.34,100.0,14.8,20
1772797741.939581,15.26,100.0,16.2,19
1772797742.2397685,15.18,100.0,15.5,20
1772797742.5393014,15.11,100.0,15.0,19
1772797742.8407478,15.03,100.0,16.9,10
1772797743.1396854,14.95,100.0,15.0,19
1772797743.4390948,14.88,100.0,13.9,20
1772797743.739442,14.81,100.0,15.0,19
1772797744.0485039,14.73,100.0,10.3,27
1772797744.339198,15.64,100.0,11.5,14
1772797744.639196,15.56,100.0,10.4,28
1772797744.939539,15.49,100.0,11.6,19
1772797745.239334,16.38,100.0,11.0,15
1772797745.539062,17.26,100.0,10.2,31
1772797745.8418481,17.18,100.0,8.1,30
1772797746.1405892,17.09,100.0,11.5,10
1772797746.4393775,17.01,100.0,11.4,12
1772797746.7397316,16.93,100.0,9.0,33
1772797747.035111,16.85,100.0,10.8,16
1772797747.33491,16.78,100.0,12.2,17
1772798167.3946328,0.0,100.0,14.0,0
1772798167.6858013,0.0,100.0,13.5,1.0
1772798167.9853258,0.0,100.0,13.5,1.0
1772798168.3455179,0.0,100.0,13.2,1.0
1772798168.655987,0.0,100.0,8.7,2.26
1772798168.9453619,0.0,100.0,0.0,2.08
1772798169.2521343,0.0,100.0,7.1,2.46
1772798169.5537598,0.0,100.0,7.5,2.32
1772798169.8455148,0.0,100.0,8.0,2.6
1772798170.1513822,0.0,100.0,5.1,1.96
1772798170.4502873,0.0,100.0,4.8,2.13
1772798170.7491581,0.0,100.0,4.8,2.13
1772798171.046138,0.0,100.0,5.9,1.96
1772798171.3449438,0.0,100.0,5.2,1.96
1772798171.6451893,0.0,100.0,7.2,2.46
1772798171.9606233,0.0,100.0,5.4,1.95
1772798172.2449272,0.0,100.0,7.4,2.46
1772798172.5451214,0.0,100.0,8.0,2.6
1772798172.8451493,0.0,100.0,10.3,1.55
1772798173.1452832,0.0,100.0,10.4,1.66
1772798173.4451869,0.0,100.0,9.4,2.38
1772798173.7450814,0.0,100.0,9.9,1.82
1772798174.0411193,0.0,100.0,9.4,2.38
1772798174.3455548,0.0,100.0,8.4,2.44
1772798174.6434464,0.0,100.0,9.4,2.38
1772798174.9409976,0.0,100.0,8.2,2.44
1772798175.240992,0.0,100.0,8.9,2.38
1772798175.5410542,0.0,100.0,9.0,2.38
1772798175.8413105,0.0,100.0,2.3,3.08
1772798176.1413643,0.0,100.0,0.6,2.27
1772798176.444643,0.0,100.0,1.2,2.55
1772798176.7410457,0.0,100.0,5.2,1.96
1772798177.0449524,0.0,100.0,9.0,2.38
1772798177.3425896,0.0,100.0,16.3,0.75
1772798177.6417854,0.0,100.0,11.8,0.91
1772798177.944122,0.0,100.0,1.7,2.62
1772798178.2605996,0.0,100.0,19.1,0.9
1772798178.5412478,0.0,100.0,14.9,1.06
1772798178.8408825,0.0,100.0,7.2,2.46
1772798179.1518426,0.0,100.0,2.3,3.08
1772798179.441077,0.0,100.0,8.1,2.44
1772798179.741282,0.0,100.0,4.4,2.68
1772798180.0410945,0.0,100.0,2.5,3.08
1772798180.3411188,0.0,100.0,4.0,2.49
1772798180.6414413,0.0,100.0,16.1,0.91
1772798180.9431362,0.0,100.0,23.1,1.15
1772798181.2371116,0.0,100.0,28.1,1.13
1772798181.5369587,0.0,100.0,26.8,1.13
1772798181.8372514,0.0,100.0,26.6,1.13
1772798182.1390584,0.0,100.0,26.0,1.13
1772798182.437368,0.0,100.0,25.2,1.11
1772798182.756083,0.0,100.0,25.3,1.11
1772798183.0371964,0.0,100.0,25.5,1.11
1772798183.3377028,0.0,100.0,26.3,1.13
1772798183.6373043,0.0,100.0,25.3,1.11
1772798183.9458296,0.0,100.0,25.5,1.11
1772798184.2461483,0.0,100.0,27.5,1.13
1772798184.541139,0.0,100.0,23.6,1.15
1772798184.837788,0.0,100.0,20.2,0.9
1772798185.1370025,0.0,100.0,18.1,0.81
1772798185.445934,0.0,100.0,12.6,0.85
1772798185.7379882,0.0,100.0,11.4,0.63
1772798186.0476534,0.0,100.0,11.7,0.93
1772798186.3376486,0.0,100.0,9.4,2.38
1772798186.637188,0.0,100.0,8.1,2.44
1772798186.9372153,0.0,100.0,6.0,1.96
1772798187.2372184,0.0,100.0,3.3,2.94
1772798187.5372646,0.0,100.0,12.7,0.85
1772798187.8444817,0.0,100.0,17.4,0.81
1772798188.133924,0.0,100.0,23.4,1.15
1772798188.4338865,0.0,100.0,22.3,1.15
1772798188.7336829,0.0,100.0,22.8,1.15
1772798189.0328634,0.0,100.0,25.2,1.11
1772798189.3332238,0.0,100.0,23.6,1.15
1772798189.6332479,0.0,100.0,24.6,1.15
1772798189.996354,0.0,100.0,27.3,1.13
1772798190.3531296,2.4,100.0,23.4,0.54
1772798190.6536472,4.75,100.0,28.5,0.41
1772798190.9537194,4.69,100.0,28.0,0.43
1772798191.2531633,6.95,100.0,26.0,0.22
1772798191.5531068,6.87,100.0,27.0,0.22
1772798191.913497,9.04,100.0,28.3,0
1772798192.3331542,13.35,100.0,24.3,0.4
1772798193.05695,15.17,100.0,24.6,0.12
1772798193.4187746,17.11,100.0,25.3,0
1772798193.7776318,16.89,100.0,22.5,0.01
1772798194.073392,18.81,100.0,25.5,0
1772798194.4329548,20.64,100.0,26.0,0
1772798194.7892885,22.43,100.0,27.8,0.18
1772798195.0906343,22.2,100.0,24.1,0.21
1772798195.391399,21.98,100.0,17.7,0.2
1772798195.6895394,23.74,100.0,9.5,0.55
1772798195.9894207,23.51,100.0,7.7,1.03
1772798196.289251,27.16,100.0,10.0,0.5
1772798196.5891612,28.82,100.0,6.9,1.73
1772798196.8887143,30.45,100.0,2.4,2.61
1772798197.1898053,30.16,100.0,2.7,2.61
1772798197.489103,29.88,100.0,9.5,1.07
1772798197.7915983,29.6,100.0,16.7,0.43
1772798198.0993721,29.33,100.0,22.0,0.14
1772798198.3960912,29.07,100.0,26.6,0.09
1772798198.7005236,28.81,100.0,26.5,0.02
1772798198.9997835,28.55,100.0,25.1,0
1772798199.2990153,28.3,100.0,26.8,0.02
1772798199.6165743,28.04,100.0,27.4,0.02
1772798199.8993363,27.8,100.0,25.3,0
1772798200.200811,29.28,100.0,13.1,0.76
1772798200.4969394,30.75,100.0,24.0,0.12
1772798200.7996347,30.48,100.0,28.5,0.07
1772798201.1004486,30.23,100.0,10.5,0.99
1772798201.4195018,31.64,100.0,18.0,0.14
1772798201.90784,32.87,100.0,34.5,0.12
1772798202.1748073,34.24,100.0,27.6,0.1
1772798202.482749,33.95,100.0,17.4,0.15
1772798202.776018,35.29,100.0,15.5,0.81
1772798203.077785,35.01,100.0,17.3,0.16
1772798203.37334,39.47,100.0,18.9,0.17
1772798203.6773474,39.16,100.0,27.7,0.09
1772798203.9741411,40.41,100.0,30.8,0.14
1772798204.2761931,41.64,100.0,31.8,0.15
1772798204.5754309,41.32,100.0,34.6,0.15
1772798204.8728473,44.05,100.0,35.3,0.13
1772798205.1766326,46.73,100.0,35.4,0.17
1772798205.475928,46.38,100.0,31.4,0.17
1772798205.7775693,46.04,100.0,19.8,0.18
1772798206.0726953,47.17,100.0,2.2,1.2
1772798206.3745563,49.75,100.0,7.8,2.2
1772798206.6753294,50.84,100.0,15.4,0
1772798206.9763281,50.48,100.0,14.4,0
1772798207.27565,50.12,100.0,16.7,0.61
1772798207.5759785,49.76,100.0,15.3,0
1772798207.943059,49.33,100.0,6.5,2.78
1772798208.2343385,49.0,100.0,25.6,1.12
1772798208.5294976,48.66,100.0,41.7,0.79
1772798208.8314607,51.08,100.0,53.2,0.46
1772798214.7695038,46.16,100.0,7.6,1.39
1772798215.0700946,45.88,100.0,12.8,0.78
1772798215.3741245,45.6,100.0,33.8,0.13
1772798215.7287307,45.28,100.0,68.0,0.12
1772798216.0276723,45.01,100.0,58.3,0.12
1772798216.3279872,44.75,100.0,51.7,0.13
1772798216.628119,44.48,100.0,48.8,0.13
1772798216.9284427,44.22,100.0,48.9,0.13
1772798217.2289321,43.97,100.0,39.0,0.13
1772798217.528221,43.72,100.0,36.8,0.13
1772798217.8262973,43.47,100.0,42.2,0.13
1772798218.1292,43.22,100.0,38.7,0.05
1772798218.4277613,42.97,100.0,42.9,0.05
1772798218.7262537,42.73,100.0,41.5,0.05
1772798219.0278044,42.49,100.0,39.9,0.04
1772798219.3258014,42.26,100.0,39.5,0.04
1772798219.6260226,42.03,100.0,40.1,0.04
1772798219.927576,41.79,100.0,40.5,0.15
1772798220.2361429,41.56,100.0,40.0,0.15
1772798220.53601,41.34,100.0,39.3,0.15
1772798220.8290524,41.11,100.0,41.1,0.15
1772798221.1293652,40.89,100.0,41.2,0.14
1772798221.4296525,40.67,100.0,40.6,0.14
1772798221.7278962,40.46,100.0,39.9,0.14
1772798222.0276628,40.24,100.0,39.5,0.15
1772798222.3281329,40.03,100.0,41.4,0.15
1772798222.6227431,39.82,100.0,42.9,0.15
1772798222.9242423,39.62,100.0,40.3,0.15
1772798223.2245088,39.41,100.0,42.3,0.15
1772798223.526103,39.21,100.0,42.1,0.12
1772798223.8216639,39.01,100.0,42.8,0.12
1772798224.1245213,38.81,100.0,42.6,0.12
1772798224.425532,38.61,100.0,43.5,0.13
1772798224.7264988,38.42,100.0,42.1,0.13
1772798225.0257883,38.22,100.0,43.7,0.13
1772798225.3260083,39.03,100.0,41.7,0.12
1772798225.6204522,38.84,100.0,40.7,0.12
1772798225.9232895,38.64,100.0,42.7,0.12
1772798226.2911496,38.42,100.0,39.8,0.13
1772798226.5729995,38.25,100.0,37.4,0.13
1772798226.8231122,38.08,100.0,32.8,0.13
1772798227.123839,37.89,100.0,29.0,0.13
1772798227.4222527,38.68,100.0,30.4,0.12
1772798227.717603,39.45,100.0,38.5,0.15
1772798228.027586,40.22,100.0,36.2,0.15
1772798228.363124,40.97,100.0,45.1,0.15
1772798228.623714,41.74,100.0,44.3,0.15
1772798228.924446,41.54,100.0,43.4,0.15
1772798229.2251706,41.35,100.0,40.9,0.15
1772798229.52081,42.09,100.0,39.4,0.04
1772798229.819571,41.9,100.0,43.2,0.15
1772798230.119812,41.7,100.0,41.9,0.15
1772798230.4198263,42.43,100.0,42.4,0.04
1772798230.7227335,42.24,100.0,44.3,0.04
1772798231.0219924,42.04,100.0,41.9,0.04
1772798231.3197007,41.85,100.0,44.5,0.15
1772798231.6207006,41.66,100.0,48.0,0.15
1772798231.9177673,41.48,100.0,40.1,0.15
1772798251.292751,33.52,100.0,45.4,0.12
1772798275.204059,26.77,100.0,44.7,0
1772798275.5042326,26.69,100.0,44.4,0
1772798275.8036985,26.62,100.0,44.9,0
1772798276.1037855,26.55,100.0,44.7,0
1772798276.4377692,26.47,100.0,45.2,0
1772798276.7393668,26.4,100.0,44.0,0
1772798277.014997,26.33,100.0,38.6,0
1772798277.304278,26.26,100.0,37.3,0
1772798277.737467,26.16,100.0,23.7,0
1772798278.0394623,26.1,100.0,14.6,0.2
1772798278.3413894,26.03,100.0,9.7,0.52
1772798278.6204152,25.96,100.0,9.9,0.53
1772798279.4656599,26.29,100.0,22.0,0
1772798279.7736554,26.22,100.0,27.2,0
1772798280.0607593,26.16,100.0,25.9,0
1772798280.3600876,26.09,100.0,24.6,0
1772798280.66438,26.02,100.0,30.3,0
1772798280.9606616,25.95,100.0,31.0,0
1772798281.2744927,25.88,100.0,29.9,0
1772798281.559804,25.82,100.0,23.7,0
1772798281.8721814,25.75,100.0,22.1,0
1772798282.174392,25.69,100.0,25.5,0
1772798282.4694557,25.62,100.0,23.6,0
1772798282.7606905,25.55,100.0,24.5,0
1772798283.0672855,25.49,100.0,25.4,0
1772798283.3689945,25.42,100.0,25.4,0
1772798283.6605856,25.36,100.0,28.0,0
1772798283.984753,25.29,100.0,26.2,0
1772798284.260049,25.23,100.0,27.6,0
1772798284.559999,25.17,100.0,28.3,0
1772798284.8559978,25.11,100.0,27.1,0
1772798285.1596515,25.04,100.0,27.3,0
1772798285.4560437,24.98,100.0,26.3,0
1772798285.756269,24.92,100.0,25.3,0
1772798286.0595198,24.86,100.0,26.9,0
1772798286.3565385,24.79,100.0,29.3,0
1772798286.6557448,24.73,100.0,29.5,0
1772798286.964474,24.67,100.0,28.9,0
1772798287.2561607,24.61,100.0,30.2,0
1772798287.5557415,24.55,100.0,28.1,0
1772798287.8621435,24.49,100.0,26.9,0
1772798288.164167,24.43,100.0,24.9,0
1772798288.4640625,24.37,100.0,27.3,0
1772798288.7714293,24.31,100.0,28.4,0
1772798289.0601861,24.25,100.0,26.0,0
1772798289.3558373,24.2,100.0,27.1,0
1772798289.6558728,24.14,100.0,25.5,0
1772798289.9635584,24.08,100.0,29.0,0
1772798290.255983,24.02,100.0,23.8,0
1772798290.5556924,23.96,100.0,25.4,0
1772798290.8570685,23.91,100.0,25.7,0
1772798291.156216,23.85,100.0,25.5,0
1772798291.458483,23.79,100.0,21.2,0
1772798291.752207,23.74,100.0,26.0,0
1772798292.0522258,23.68,100.0,25.5,0
1772798292.362599,23.62,100.0,21.8,0
1772798292.6518116,24.04,100.0,14.2,0.23
1772798292.9516766,23.98,100.0,6.0,1.06
1772798293.2521882,23.93,100.0,5.4,1.06
1772798293.551881,24.34,100.0,6.2,1.06
1772798295.95196,24.35,100.0,24.1,0
1772798296.552227,24.24,100.0,25.6,0
1772798296.8522575,24.18,100.0,22.8,0
1772798297.1626215,24.13,100.0,25.5,0
1772798297.6329026,24.04,100.0,25.7,0
1772798297.9326096,23.99,100.0,23.5,0
1772798298.232019,23.93,100.0,22.3,0
1772798298.5321004,23.88,100.0,25.4,0
1772798298.8278878,23.83,100.0,25.8,0
1772798299.1288788,23.77,100.0,26.3,0
1772798299.4326503,23.72,100.0,26.7,0
1772798299.7277787,23.67,100.0,27.8,0
1772798300.2191718,23.58,100.0,29.8,0
1772798300.5686965,23.52,100.0,28.5,0
1772798300.8678782,23.47,100.0,26.1,0
1772798301.2359395,23.4,100.0,29.1,0
1772798301.5280647,23.35,100.0,26.8,0
1772798301.8284373,23.3,100.0,21.6,0.16
1772798302.1383777,23.25,100.0,19.0,0.16
1772798302.4289017,23.2,100.0,20.7,0.16
1772798302.728199,23.15,100.0,20.0,0.16
1772798303.0277228,23.1,100.0,17.2,0.16
1772798303.3275068,23.05,100.0,17.4,0.16
1772798303.628133,23.0,100.0,18.6,0.16
1772798303.9278383,22.95,100.0,15.9,0.7
1772798304.2278059,22.9,100.0,9.5,1.03
1772798304.5278,22.85,100.0,9.3,1.03
1772798304.8276703,22.8,100.0,8.9,1.03
1772798305.1340206,22.75,100.0,7.1,1.71
1772798305.4310606,22.7,100.0,10.0,0.99
1772798305.723874,22.66,100.0,8.6,0.98
1772798306.0242171,22.61,100.0,1.3,2.14
1772798306.3256657,22.56,100.0,14.5,0.69
1772798306.6277769,22.51,100.0,17.7,0.16
1772798306.9304833,22.46,100.0,35.7,0.15
1772798307.227372,22.42,100.0,46.0,0.19
1772798307.5257015,22.37,100.0,48.0,0.19
1772798307.827606,22.32,100.0,47.4,0.19
1772798308.1242156,22.28,100.0,44.3,0.19
1772798308.4238133,22.23,100.0,39.4,0.19
1772798308.7288835,22.18,100.0,36.5,0.19
1772798309.0251918,22.14,100.0,36.5,0.19
1772798309.323956,22.09,100.0,39.0,0.19
1772798309.6242797,22.04,100.0,39.2,0.19
1772798309.924671,22.0,100.0,35.6,0.19
1772798310.252745,21.95,100.0,37.5,0.19
1772798310.5359004,21.91,100.0,37.1,0.19
1772798310.8243182,21.86,100.0,37.2,0.19
1772798311.1280644,21.82,100.0,37.1,0.19
1772798311.427643,21.77,100.0,29.8,0.19
1772798311.7236106,22.14,100.0,10.1,1.06
1772798312.0238206,22.09,100.0,2.1,1.61
1772798312.320015,22.05,100.0,2.6,2.8
1772798312.6197345,22.0,100.0,3.9,2.38
1772798312.919785,21.96,100.0,2.3,2.82
1772798313.2201712,21.91,100.0,24.9,0.16
1772798313.5233972,21.87,100.0,36.9,0.19
1772798313.819806,21.82,100.0,41.5,0.19
1772798314.1231325,21.78,100.0,43.5,0.19
1772798314.4193518,21.74,100.0,42.5,0.19
1772798314.719914,21.69,100.0,37.1,0.19
1772798315.01952,21.65,100.0,38.0,0.19
1772798315.3193383,21.61,100.0,16.1,0.74
1772798315.6195803,21.56,100.0,3.8,2.35
1772798315.9192777,21.52,100.0,0.1,2.09
1772798316.2197437,21.48,100.0,0.2,2.09
1772798316.5193858,21.43,100.0,1.7,2.24
1772798316.81951,21.39,100.0,3.8,2.35
1772798317.1222959,21.35,100.0,2.6,2.82
1772798317.4195201,21.31,100.0,3.5,2.33
1772798317.7197669,21.27,100.0,3.9,2.36
1772798318.0194423,21.22,100.0,4.0,1.96
1772798318.319259,21.18,100.0,2.2,1.94
1772798318.6195414,21.14,100.0,14.8,0.68
1772798318.9193249,21.1,100.0,33.6,0
1772798319.2153661,21.06,100.0,38.4,0
1772798319.515489,21.02,100.0,37.1,0
1772798319.8157556,20.98,100.0,38.9,0
1772798320.1161654,20.94,100.0,38.4,0
1772798320.4161527,20.9,100.0,36.6,0
1772798320.7154977,20.86,100.0,38.6,0
1772798321.019299,20.82,100.0,37.4,0
1772798321.3203592,20.78,100.0,33.0,0
1772798321.6260247,20.74,100.0,29.9,0
1772798321.9164217,20.7,100.0,27.0,0
1772798322.216543,20.66,100.0,27.9,0
1772798322.5154479,20.62,100.0,26.2,0
1772798322.8158922,20.58,100.0,20.7,0.01
1772798323.1292632,20.54,100.0,7.6,1.64
1772798323.4278955,20.5,100.0,10.5,0.91
1772798323.7478068,20.46,100.0,18.6,0
1772798324.0185418,20.42,100.0,21.4,0.01
1772798324.3175259,20.38,100.0,19.6,0.01
1772798324.6160116,20.35,100.0,18.6,0
1772798324.915193,20.31,100.0,22.2,0.01
1772798325.2173178,20.27,100.0,20.5,0.01
1772798325.5239015,20.23,100.0,16.9,0.29
1772798325.8163886,20.19,100.0,17.2,0.01
1772798326.1165757,20.16,100.0,15.6,0.69
1772798326.412129,20.12,100.0,15.5,0.69
1772798326.7113817,20.08,100.0,19.0,0.01
1772798327.0111945,20.04,100.0,18.3,0
1772798327.3115227,20.01,100.0,16.3,0.66
1772798327.6124997,19.97,100.0,15.6,0.69
1772798327.9117663,19.93,100.0,15.3,0.69
1772798328.211487,19.9,100.0,8.6,1.2
1772798328.5114863,19.86,100.0,4.5,1.37
1772798328.8115938,19.82,100.0,1.6,2.3
1772798329.11141,19.79,100.0,0.8,2.18
1772798329.4114225,19.75,100.0,1.1,2.18
1772798329.711689,19.71,100.0,4.1,2.02
1772798330.0128715,19.68,100.0,4.2,2.02
1772798330.3237357,19.64,100.0,4.9,1.53
1772798330.6112874,19.61,100.0,5.0,1.48
1772798330.911276,19.57,100.0,6.9,1.8
1772798331.2113843,19.54,100.0,7.2,1.8
1772798331.5113208,19.5,100.0,4.5,1.37
1772798331.8117926,19.47,100.0,7.4,1.6
1772798332.1117234,19.43,100.0,9.1,1.33
1772798332.4117599,19.4,100.0,10.6,0.91
1772798332.7125413,19.36,100.0,10.0,1.15
1772798333.0438979,19.33,100.0,13.1,0.7
1772798333.3076363,19.29,100.0,12.7,0.7
1772798333.6086836,19.26,100.0,1.5,2.26
1772798333.9073994,19.22,100.0,20.2,0.01
1772798334.2073705,19.9,100.0,31.4,0
1772798334.5074744,20.22,100.0,36.8,0
1772798334.8092344,20.54,100.0,46.2,0
1772798335.107825,20.5,100.0,43.6,0
1772798335.4161325,20.47,100.0,33.9,0
1772798335.7110624,20.78,100.0,28.0,0
1772798336.0079627,20.74,100.0,13.6,0.7
1772798336.3160279,20.71,100.0,10.0,1.17
