timestamp,blink_rate,gaze_score,head_deviation,focus_score
1773058167.101074,16.76,100.0,34.4,-0.01,very_dist_distracted
1773058167.1613925,16.76,100.0,33.6,-0.01,very_dist_distracted
1773058167.2212994,16.75,100.0,34.1,-0.01,very_dist_distracted
1773058167.2807994,16.75,100.0,34.2,-0.01,very_dist_distracted
1773058167.341185,16.74,100.0,32.9,-0.01,very_dist_distracted
1773058167.4009616,16.73,100.0,31.8,-0.01,very_dist_distracted
1773058167.462323,17.11,100.0,33.4,-0.01,very_dist_distracted
1773058167.5211806,17.1,100.0,32.9,-0.01,very_dist_distracted
1773058167.581271,17.09,100.0,35.0,-0.01,very_dist_distracted
1773058167.6411226,17.09,100.0,33.4,-0.01,very_dist_distracted
1773058167.7008455,17.08,100.0,33.5,-0.01,very_dist_distracted
1773058167.7611012,17.07,100.0,34.4,-0.01,very_dist_distracted
1773058167.823106,17.07,100.0,34.8,-0.01,very_dist_distracted
1773058167.881119,17.06,100.0,34.4,-0.01,very_dist_distracted
1773058167.9409754,17.05,100.0,34.2,-0.01,very_dist_distracted
1773058168.0113494,17.05,100.0,35.1,-0.01,very_dist_distracted
1773058168.061194,17.04,100.0,34.5,-0.01,very_dist_distracted
1773058168.120974,17.04,100.0,33.7,-0.01,very_dist_distracted
1773058168.1843934,17.03,100.0,33.8,-0.01,very_dist_distracted
1773058168.2411394,17.02,100.0,33.8,-0.01,very_dist_distracted
1773058168.301648,17.02,100.0,34.0,-0.01,very_dist_distracted
1773058168.3636358,17.01,100.0,32.0,-0.01,very_dist_distracted
1773058168.4216626,17.0,100.0,32.6,-0.01,very_dist_distracted
1773058168.4823208,17.0,100.0,34.0,-0.01,very_dist_distracted
1773058168.5417006,16.99,100.0,33.5,-0.01,very_dist_distracted
1773058168.6015716,16.98,100.0,33.9,-0.01,very_dist_distracted
1773058168.6629415,16.98,100.0,34.6,-0.01,very_dist_distracted
1773058168.721564,16.97,100.0,34.1,-0.01,very_dist_distracted
1773058168.7819502,16.96,100.0,33.8,-0.01,very_dist_distracted
1773058168.8412545,16.96,100.0,32.4,-0.01,very_dist_distracted
1773058168.9012022,16.95,100.0,34.9,-0.01,very_dist_distracted
1773058168.9613645,16.95,100.0,33.9,-0.01,very_dist_distracted
1773058169.0213165,16.94,100.0,34.3,-0.01,very_dist_distracted
1773058169.0812373,16.93,100.0,33.6,-0.01,very_dist_distracted
1773058169.1411664,16.93,100.0,34.6,-0.01,very_dist_distracted
1773058169.2014973,16.92,100.0,33.7,-0.01,very_dist_distracted
1773058169.2615402,16.91,100.0,34.8,-0.01,very_dist_distracted
1773058169.3210056,16.91,100.0,33.3,-0.01,very_dist_distracted
1773058169.3808808,16.9,100.0,34.7,-0.01,very_dist_distracted
1773058169.4408944,16.89,100.0,32.0,-0.01,very_dist_distracted
1773058169.5009682,16.89,100.0,34.7,-0.01,very_dist_distracted
1773058169.5719008,16.88,100.0,34.5,-0.01,very_dist_distracted
1773058169.6235068,16.88,100.0,34.1,-0.01,very_dist_distracted
1773058169.680951,16.87,100.0,34.2,-0.01,very_dist_distracted
1773058169.74122,16.86,100.0,34.0,-0.01,very_dist_distracted
1773058169.8031223,16.86,100.0,34.8,-0.01,very_dist_distracted
1773058169.8615344,16.85,100.0,34.6,-0.01,very_dist_distracted
1773058169.9215002,16.84,100.0,34.2,-0.01,very_dist_distracted
1773058169.981139,16.84,100.0,34.9,-0.01,very_dist_distracted
1773058170.040941,16.83,100.0,34.5,-0.01,very_dist_distracted
1773058170.115587,16.82,100.0,34.4,-0.01,very_dist_distracted
1773058170.1701512,16.82,100.0,33.2,-0.01,very_dist_distracted
1773058170.2324977,16.81,100.0,33.3,-0.01,very_dist_distracted
1773058170.2891831,16.81,100.0,33.8,-0.01,very_dist_distracted
1773058170.3413715,16.8,100.0,34.6,-0.01,very_dist_distracted
1773058170.4008853,16.79,100.0,33.7,-0.01,very_dist_distracted
1773058170.4653516,16.79,100.0,34.1,-0.01,very_dist_distracted
1773058170.5211716,16.78,100.0,33.6,-0.01,very_dist_distracted
1773058170.581157,16.77,100.0,35.4,-0.01,very_dist_distracted
1773058170.6446254,16.77,100.0,34.7,-0.01,very_dist_distracted
1773058170.7014217,16.76,100.0,34.8,-0.01,very_dist_distracted
1773058170.7615716,16.76,100.0,34.5,-0.01,very_dist_distracted
1773058170.822663,16.75,100.0,33.2,-0.01,very_dist_distracted
1773058170.881039,16.74,100.0,33.0,-0.01,very_dist_distracted
1773058170.9416292,16.74,100.0,34.8,-0.01,very_dist_distracted
1773058171.0021183,16.73,100.0,33.7,-0.01,very_dist_distracted
1773058171.0610783,17.1,100.0,32.3,-0.01,very_dist_distracted
1773058171.120914,17.09,100.0,34.1,-0.01,very_dist_distracted
1773058171.181566,17.08,100.0,34.6,-0.01,very_dist_distracted
1773058171.2423537,17.08,100.0,34.7,-0.01,very_dist_distracted
1773058171.3014324,17.07,100.0,34.2,-0.01,very_dist_distracted
1773058171.3611634,17.06,100.0,34.8,-0.01,very_dist_distracted
1773058171.4223402,17.06,100.0,34.2,-0.01,very_dist_distracted
1773058171.4810872,17.05,100.0,33.8,-0.01,very_dist_distracted
1773058171.5440395,17.05,100.0,34.2,-0.01,very_dist_distracted
1773058171.6010149,17.04,100.0,33.3,-0.01,very_dist_distracted
1773058171.6611004,17.03,100.0,33.1,-0.01,very_dist_distracted
1773058171.72104,17.03,100.0,32.8,-0.01,very_dist_distracted
1773058171.7813993,17.02,100.0,33.4,-0.01,very_dist_distracted
1773058171.841268,17.01,100.0,33.8,-0.01,very_dist_distracted
1773058171.91663,17.01,100.0,35.4,-0.01,very_dist_distracted
1773058171.9613116,17.0,100.0,35.8,-0.01,very_dist_distracted
1773058172.0211573,17.0,100.0,33.6,-0.01,very_dist_distracted
1773058172.0810478,16.99,100.0,34.7,-0.01,very_dist_distracted
1773058172.1414673,16.98,100.0,34.2,-0.01,very_dist_distracted
1773058172.2011263,16.98,100.0,34.0,-0.01,very_dist_distracted
1773058172.257272,16.97,100.0,34.8,-0.01,very_dist_distracted
1773058172.3171463,16.96,100.0,34.7,-0.01,very_dist_distracted
1773058172.3773124,16.96,100.0,33.4,-0.01,very_dist_distracted
1773058172.4374633,16.95,100.0,35.3,-0.01,very_dist_distracted
1773058172.497953,16.95,100.0,34.4,-0.01,very_dist_distracted
1773058172.558073,16.94,100.0,34.2,-0.01,very_dist_distracted
1773058172.6174157,16.93,100.0,35.1,-0.01,very_dist_distracted
1773058172.677141,16.93,100.0,33.6,-0.01,very_dist_distracted
1773058172.736904,16.92,100.0,33.0,-0.01,very_dist_distracted
1773058172.7999814,16.91,100.0,34.8,-0.01,very_dist_distracted
1773058172.8571513,16.91,100.0,32.6,-0.01,very_dist_distracted
1773058172.9172122,16.9,100.0,34.4,-0.01,very_dist_distracted
1773058172.977405,16.9,100.0,33.8,-0.01,very_dist_distracted
1773058173.0373156,16.89,100.0,34.6,-0.01,very_dist_distracted
1773058173.0981925,16.88,100.0,33.7,-0.01,very_dist_distracted
1773058173.1584854,16.88,100.0,34.7,-0.01,very_dist_distracted
1773058173.2281635,16.87,100.0,33.9,-0.01,very_dist_distracted
1773058173.2772036,16.87,100.0,33.0,-0.01,very_dist_distracted
1773058173.3369043,16.86,100.0,35.2,-0.01,very_dist_distracted
1773058173.3976264,16.85,100.0,34.8,-0.01,very_dist_distracted
1773058173.460726,16.85,100.0,35.3,-0.01,very_dist_distracted
1773058173.516963,16.84,100.0,35.1,-0.01,very_dist_distracted
1773058173.5774298,16.83,100.0,33.7,-0.01,very_dist_distracted
1773058173.6371348,16.83,100.0,36.2,-0.01,very_dist_distracted
1773058173.6973097,16.82,100.0,34.7,-0.01,very_dist_distracted
1773058173.757348,16.82,100.0,35.0,-0.01,very_dist_distracted
1773058173.8180702,16.81,100.0,34.6,-0.01,very_dist_distracted
1773058173.8771646,16.8,100.0,34.3,-0.01,very_dist_distracted
1773058173.9375217,16.8,100.0,32.5,-0.01,very_dist_distracted
1773058173.9966283,16.79,100.0,32.6,-0.01,very_dist_distracted
1773058174.0570807,16.79,100.0,34.8,-0.01,very_dist_distracted
1773058174.124693,16.78,100.0,35.5,-0.01,very_dist_distracted
1773058174.1772716,16.77,100.0,34.9,-0.01,very_dist_distracted
1773058174.237167,16.77,100.0,34.6,-0.01,very_dist_distracted
1773058174.2977047,16.76,100.0,32.0,-0.01,very_dist_distracted
1773058174.3577,16.75,100.0,34.3,-0.01,very_dist_distracted
1773058174.4168952,16.75,100.0,35.4,-0.01,very_dist_distracted
1773058174.4772537,16.74,100.0,35.1,-0.01,very_dist_distracted
1773058174.5497432,17.1,100.0,35.1,-0.01,very_dist_distracted
1773058174.5974205,17.09,100.0,34.5,-0.01,very_dist_distracted
1773058174.6630874,17.09,100.0,34.1,-0.01,very_dist_distracted
1773058174.717869,17.08,100.0,34.8,-0.01,very_dist_distracted
1773058174.7770069,17.08,100.0,33.7,-0.01,very_dist_distracted
1773058174.8416667,17.43,100.0,33.9,-0.01,very_dist_distracted
1773058174.9066074,17.43,100.0,34.6,-0.01,very_dist_distracted
1773058174.96759,17.42,100.0,36.4,-0.01,very_dist_distracted
1773058175.0381172,17.41,100.0,34.4,-0.01,very_dist_distracted
1773058175.0954092,17.41,100.0,34.4,-0.01,very_dist_distracted
1773058175.1437712,17.76,100.0,34.4,-0.01,very_dist_distracted
1773058175.2097259,17.76,100.0,35.1,-0.01,very_dist_distracted
1773058175.259678,17.75,100.0,34.3,-0.01,very_dist_distracted
1773058175.331653,17.74,100.0,34.0,-0.01,very_dist_distracted
1773058175.393267,17.74,100.0,34.1,-0.01,very_dist_distracted
1773058175.448774,17.73,100.0,35.0,-0.01,very_dist_distracted
1773058175.5029938,17.72,100.0,34.5,-0.01,very_dist_distracted
1773058175.5574834,17.72,100.0,33.7,-0.01,very_dist_distracted
1773058175.6249225,17.71,100.0,35.2,-0.01,very_dist_distracted
1773058175.687998,17.71,100.0,34.2,-0.01,very_dist_distracted
1773058175.7513392,17.7,100.0,33.1,-0.01,very_dist_distracted
1773058175.8099184,17.69,100.0,32.4,-0.01,very_dist_distracted
1773058175.870944,17.69,100.0,35.0,-0.01,very_dist_distracted
1773058175.9261866,17.68,100.0,34.6,-0.01,very_dist_distracted
1773058176.0001287,17.67,100.0,33.9,-0.01,very_dist_distracted
1773058176.0479724,17.67,100.0,33.7,-0.01,very_dist_distracted
1773058176.1100419,18.02,100.0,34.7,-0.01,very_dist_distracted
1773058176.1682773,18.01,100.0,34.2,-0.01,very_dist_distracted
1773058176.2271733,18.01,100.0,35.2,-0.01,very_dist_distracted
1773058176.2876403,18.0,100.0,35.1,-0.01,very_dist_distracted
1773058176.3516293,17.99,100.0,33.4,-0.01,very_dist_distracted
1773058176.4135268,17.99,100.0,33.0,-0.01,very_dist_distracted
1773058176.4726558,17.98,100.0,34.5,-0.01,very_dist_distracted
1773058176.526286,17.98,100.0,32.7,-0.01,very_dist_distracted
1773058176.5857952,17.97,100.0,34.7,-0.01,very_dist_distracted
1773058176.6503315,17.96,100.0,34.6,-0.01,very_dist_distracted
1773058176.7104669,17.96,100.0,34.7,-0.01,very_dist_distracted
1773058176.7802184,17.95,100.0,32.6,-0.01,very_dist_distracted
1773058176.8332639,17.94,100.0,31.9,-0.01,very_dist_distracted
1773058176.8927712,18.3,100.0,34.2,-0.01,very_dist_distracted
1773058176.950353,18.29,100.0,33.8,-0.01,very_dist_distracted
1773058177.0107121,18.28,100.0,34.4,-0.01,very_dist_distracted
1773058177.0675538,18.28,100.0,33.9,-0.01,very_dist_distracted
1773058177.134784,18.27,100.0,34.5,-0.01,very_dist_distracted
1773058177.1888902,18.26,100.0,33.8,-0.01,very_dist_distracted
1773058177.2480848,18.26,100.0,33.4,-0.01,very_dist_distracted
1773058177.310617,18.25,100.0,34.5,-0.01,very_dist_distracted
1773058177.3675134,18.24,100.0,35.4,-0.01,very_dist_distracted
1773058177.4270532,18.24,100.0,33.4,-0.01,very_dist_distracted
1773058177.491826,18.23,100.0,33.9,-0.01,very_dist_distracted
1773058177.5599952,18.22,100.0,33.0,-0.01,very_dist_distracted
1773058177.6210644,18.22,100.0,31.6,-0.01,very_dist_distracted
1773058177.6725852,18.57,100.0,32.2,-0.01,very_dist_distracted
1773058177.7277184,18.56,100.0,34.0,-0.01,very_dist_distracted
1773058177.7996032,18.55,100.0,32.7,-0.01,very_dist_distracted
1773058177.8547597,18.9,100.0,32.0,-0.01,very_dist_distracted
1773058177.9095976,18.9,100.0,33.3,-0.01,very_dist_distracted
1773058177.9703362,19.25,100.0,31.9,-0.01,very_dist_distracted
1773058178.0296881,19.24,100.0,34.7,-0.01,very_dist_distracted
1773058178.0892105,19.23,100.0,33.4,-0.01,very_dist_distracted
1773058178.1473095,19.23,100.0,32.5,-0.01,very_dist_distracted
1773058178.2120984,19.22,100.0,35.4,-0.01,very_dist_distracted
1773058178.2616675,19.21,100.0,36.3,-0.01,very_dist_distracted
1773058178.3293564,19.21,100.0,34.8,-0.01,very_dist_distracted
1773058178.3778458,19.2,100.0,33.2,-0.01,very_dist_distracted
1773058178.4370723,19.19,100.0,34.8,-0.01,very_dist_distracted
1773058178.496929,19.19,100.0,33.6,-0.01,very_dist_distracted
1773058178.5568814,19.18,100.0,34.9,-0.01,very_dist_distracted
1773058178.616772,19.17,100.0,35.1,-0.01,very_dist_distracted
1773058178.6770227,19.17,100.0,36.8,-0.01,very_dist_distracted
1773058178.7372386,19.16,100.0,37.9,-0.01,very_dist_distracted
1773058178.7987568,19.15,100.0,36.4,-0.01,very_dist_distracted
1773058178.8761966,19.15,100.0,36.6,-0.01,very_dist_distracted
1773058178.9286175,19.14,100.0,37.2,-0.01,very_dist_distracted
1773058178.989918,19.13,100.0,37.8,-0.01,very_dist_distracted
1773058179.0481963,19.12,100.0,35.2,-0.01,very_dist_distracted
1773058179.1174223,19.12,100.0,34.8,-0.01,very_dist_distracted
1773058179.2081714,19.11,100.0,35.4,-0.01,very_dist_distracted
1773058179.27337,19.1,100.0,34.4,-0.01,very_dist_distracted
1773058179.3348072,19.09,100.0,34.6,-0.01,very_dist_distracted
1773058179.3967216,19.09,100.0,34.6,-0.01,very_dist_distracted
1773058179.4480653,19.08,100.0,34.5,-0.01,very_dist_distracted
1773058179.510944,19.07,100.0,34.6,-0.01,very_dist_distracted
1773058179.5455356,19.07,100.0,36.1,-0.01,very_dist_distracted
1773058179.5788243,19.06,100.0,33.6,-0.01,very_dist_distracted
1773058179.6448963,19.06,100.0,33.7,-0.01,very_dist_distracted
1773058179.7065005,19.05,100.0,35.0,-0.01,very_dist_distracted
1773058179.7648277,19.04,100.0,33.9,-0.01,very_dist_distracted
1773058179.8266125,19.04,100.0,35.8,-0.01,very_dist_distracted
1773058179.8953683,19.03,100.0,34.6,-0.01,very_dist_distracted
1773058179.9387162,19.02,100.0,34.8,-0.01,very_dist_distracted
1773058180.007274,19.02,100.0,33.8,-0.01,very_dist_distracted
1773058180.0564716,19.01,100.0,35.6,-0.01,very_dist_distracted
1773058180.113594,19.0,100.0,36.7,-0.01,very_dist_distracted
1773058180.1732368,19.0,100.0,36.3,-0.01,very_dist_distracted
1773058180.2416024,18.99,100.0,37.9,-0.01,very_dist_distracted
1773058180.2956603,18.98,100.0,37.8,-0.01,very_dist_distracted
1773058180.3647811,18.98,100.0,36.6,-0.01,very_dist_distracted
1773058180.4145086,18.97,100.0,38.3,-0.01,very_dist_distracted
1773058180.4738321,19.32,100.0,35.7,-0.01,very_dist_distracted
1773058180.532834,19.31,100.0,35.2,-0.01,very_dist_distracted
1773058180.5934055,19.3,100.0,36.1,-0.01,very_dist_distracted
1773058180.6528742,19.65,100.0,38.0,-0.01,very_dist_distracted
1773058180.7136872,19.64,100.0,36.8,-0.01,very_dist_distracted
1773058180.7745311,19.63,100.0,37.6,-0.01,very_dist_distracted
1773058180.8330166,19.63,100.0,37.7,-0.01,very_dist_distracted
1773058180.8934119,19.97,100.0,37.1,-0.01,very_dist_distracted
1773058180.9535902,19.96,100.0,37.4,-0.01,very_dist_distracted
1773058182.5161462,19.78,100.0,40.8,-0.01,very_dist_distracted
1773058182.5729983,19.77,100.0,41.6,-0.01,very_dist_distracted
1773058182.6327515,19.77,100.0,40.1,-0.01,very_dist_distracted
1773058183.4165308,19.68,100.0,42.7,-0.01,very_dist_distracted
1773058183.4732857,19.67,100.0,43.9,-0.01,very_dist_distracted
1773058183.5328488,19.67,100.0,45.9,-0.01,very_dist_distracted
1773058185.0362365,19.5,100.0,43.0,-0.01,very_dist_distracted
1773058185.8180737,19.41,100.0,42.1,-0.01,very_dist_distracted
1773058185.8729794,19.4,100.0,43.0,-0.01,very_dist_distracted
1773058186.4724183,19.34,100.0,41.4,-0.01,very_dist_distracted
1773058186.5290313,19.33,100.0,44.7,-0.01,very_dist_distracted
1773058186.58915,19.33,100.0,43.9,-0.01,very_dist_distracted
1773058186.6488357,19.32,100.0,42.8,-0.01,very_dist_distracted
1773058186.7110124,19.31,100.0,42.0,-0.01,very_dist_distracted
1773058186.769891,19.31,100.0,43.0,-0.01,very_dist_distracted
1773058186.83006,19.3,100.0,41.3,-0.01,very_dist_distracted
1773058187.809138,19.53,100.0,37.9,-0.01,very_dist_distracted
1773058187.849679,19.53,100.0,40.0,-0.01,very_dist_distracted
1773058187.917535,19.52,100.0,41.3,-0.01,very_dist_distracted
1773058187.9748256,19.51,100.0,42.2,-0.01,very_dist_distracted
1773058188.0374885,19.51,100.0,40.7,-0.01,very_dist_distracted
1773058188.0891376,19.5,100.0,42.2,-0.01,very_dist_distracted
1773058188.1488612,19.49,100.0,41.7,-0.01,very_dist_distracted
1773058188.452587,19.46,100.0,37.3,-0.01,very_dist_distracted
1773058188.509299,19.79,100.0,40.2,-0.01,very_dist_distracted
1773058188.5692134,19.78,100.0,41.7,-0.01,very_dist_distracted
1773058188.6291494,19.78,100.0,42.5,-0.01,very_dist_distracted
1773058188.6892517,19.77,100.0,44.0,-0.01,very_dist_distracted
1773058188.7487717,19.76,100.0,41.8,-0.01,very_dist_distracted
1773058188.8109486,19.76,100.0,42.3,-0.01,very_dist_distracted
1773058188.8692877,19.75,100.0,41.9,-0.01,very_dist_distracted
1773058188.9290266,19.74,100.0,42.5,-0.01,very_dist_distracted
1773058188.9889948,19.74,100.0,41.4,-0.01,very_dist_distracted
1773058189.0581486,19.73,100.0,39.8,-0.01,very_dist_distracted
1773058189.1087465,19.72,100.0,41.5,-0.01,very_dist_distracted
1773058189.1690645,19.72,100.0,41.5,-0.01,very_dist_distracted
1773058189.2290683,19.71,100.0,41.2,-0.01,very_dist_distracted
1773058189.2889116,19.7,100.0,41.0,-0.01,very_dist_distracted
1773058189.3485246,19.7,100.0,41.4,-0.01,very_dist_distracted
1773058189.4090333,19.69,100.0,40.1,-0.01,very_dist_distracted
1773058189.4692004,19.68,100.0,38.5,-0.01,very_dist_distracted
1773058189.5289223,19.68,100.0,38.0,-0.01,very_dist_distracted
1773058189.5889306,19.67,100.0,36.3,-0.01,very_dist_distracted
1773058189.6489472,19.66,100.0,36.1,-0.01,very_dist_distracted
1773058189.708944,19.66,100.0,34.4,-0.01,very_dist_distracted
1773058189.7688391,19.65,100.0,32.9,-0.01,very_dist_distracted
1773058189.8304007,19.64,100.0,32.8,-0.01,very_dist_distracted
1773058189.889234,19.64,100.0,31.7,-0.01,very_dist_distracted
1773058189.9487872,19.63,100.0,32.5,-0.01,very_dist_distracted
1773058190.009537,19.62,100.0,30.5,-0.01,very_dist_distracted
1773058190.0694892,19.62,100.0,30.4,-0.01,very_dist_distracted
1773058190.1290274,19.61,100.0,31.1,-0.01,very_dist_distracted
1773058190.1889932,19.61,100.0,32.3,-0.01,very_dist_distracted
1773058190.2493553,19.6,100.0,29.5,-0.01,very_dist_distracted
1773058190.3088963,19.59,100.0,31.2,-0.01,very_dist_distracted
1773058190.3747551,19.59,100.0,31.2,-0.01,very_dist_distracted
1773058190.4289842,19.58,100.0,31.3,-0.01,very_dist_distracted
1773058190.4888518,19.57,100.0,31.5,-0.01,very_dist_distracted
1773058190.5488923,19.57,100.0,30.6,-0.01,very_dist_distracted
1773058190.608966,19.56,100.0,31.2,-0.01,very_dist_distracted
1773058190.672792,19.55,100.0,32.0,-0.01,very_dist_distracted
1773058190.7291906,19.55,100.0,32.4,-0.01,very_dist_distracted
1773058190.789203,19.54,100.0,35.1,-0.01,very_dist_distracted
1773058190.84883,19.53,100.0,35.5,-0.01,very_dist_distracted
1773058190.9086177,19.53,100.0,35.7,-0.01,very_dist_distracted
1773058190.97824,19.52,100.0,35.3,-0.01,very_dist_distracted
1773058191.0372674,19.51,100.0,34.4,-0.01,very_dist_distracted
1773058191.0889173,19.51,100.0,35.6,-0.01,very_dist_distracted
1773058191.1531506,19.5,100.0,35.7,-0.01,very_dist_distracted
1773058191.2098358,19.5,100.0,33.6,-0.01,very_dist_distracted
1773058191.2695177,19.49,100.0,34.5,-0.01,very_dist_distracted
1773058191.329329,19.48,100.0,33.1,-0.01,very_dist_distracted
1773058191.3895023,19.48,100.0,32.2,-0.01,very_dist_distracted
1773058191.4514296,19.47,100.0,32.3,-0.01,very_dist_distracted
1773058191.5089643,19.46,100.0,30.5,-0.01,very_dist_distracted
1773058191.5693927,19.46,100.0,29.2,-0.01,very_dist_distracted
1773058191.6350648,19.45,100.0,27.5,-0.02,very_dist_distracted
1773058191.6891496,19.44,100.0,25.9,-0.03,very_dist_distracted
1773058191.7487712,19.44,100.0,23.8,-0.01,very_dist_distracted
1773058191.8107681,19.43,100.0,19.7,0.0,very_dist_distracted
1773058191.8688548,19.42,100.0,17.0,0.48,very_dist_distracted
1773058191.9290297,19.42,100.0,14.2,1.65,very_dist_distracted
1773058191.989026,19.41,100.0,10.1,3.57,very_dist_distracted
1773058192.0582309,19.41,100.0,6.9,6.57,very_dist_distracted
1773058192.1165688,19.4,100.0,4.6,8.84,very_dist_distracted
1773058192.169261,19.39,100.0,1.8,12.71,very_dist_distracted
1773058192.229397,19.39,100.0,0.7,16.33,very_dist_distracted
1773058192.289541,19.38,100.0,2.4,21.29,distracted
1773058192.349145,19.37,100.0,4.7,23.6,distracted
1773058192.4089878,19.37,100.0,7.4,26.27,distracted
1773058192.4692345,19.36,100.0,8.3,28.26,distracted
1773058192.529574,19.35,100.0,10.9,29.26,distracted
1773058192.5892153,19.35,100.0,11.5,29.95,distracted
1773058192.6489246,19.34,100.0,13.6,31.1,distracted
1773058192.7090092,19.34,100.0,14.1,32.21,distracted
1773058192.7696106,19.33,100.0,13.9,32.89,distracted
1773058192.8295443,19.32,100.0,13.1,32.88,distracted
1773058192.8888288,19.32,100.0,11.7,32.16,distracted
1773058192.9488745,19.31,100.0,12.8,30.32,distracted
1773058193.0087526,19.3,100.0,12.2,29.17,distracted
1773058193.0648732,19.3,100.0,12.1,26.42,distracted
1773058193.1248226,19.29,100.0,13.9,23.97,distracted
1773058193.1851995,19.29,100.0,16.8,19.49,very_dist_distracted
1773058193.2455754,19.28,100.0,17.7,17.19,very_dist_distracted
1773058193.3049214,19.27,100.0,22.3,14.54,very_dist_distracted
1773058193.364936,19.27,100.0,24.7,12.49,very_dist_distracted
1773058193.4250963,19.26,100.0,25.5,11.45,very_dist_distracted
1773058193.491197,19.25,100.0,24.2,10.79,very_dist_distracted
1773058193.5451636,19.25,100.0,20.5,9.64,very_dist_distracted
1773058193.6048806,19.24,100.0,20.5,8.53,very_dist_distracted
1773058193.6649578,19.24,100.0,18.3,7.38,very_dist_distracted
1773058193.7252605,19.23,100.0,16.7,6.7,very_dist_distracted
1773058193.784677,19.22,100.0,17.2,5.52,very_dist_distracted
1773058193.845475,19.22,100.0,15.3,5.5,very_dist_distracted
1773058193.9053762,19.21,100.0,14.2,5.55,very_dist_distracted
1773058193.9648042,19.2,100.0,13.4,5.59,very_dist_distracted
1773058194.024985,19.2,100.0,13.6,5.59,very_dist_distracted
1773058194.0850103,19.19,100.0,14.2,6.28,very_dist_distracted
1773058194.1456773,19.18,100.0,14.2,7.44,very_dist_distracted
1773058194.2054706,19.18,100.0,13.9,8.58,very_dist_distracted
1773058194.2649484,19.17,100.0,14.1,9.76,very_dist_distracted
1773058194.3248684,19.17,100.0,14.2,10.98,very_dist_distracted
1773058194.3851843,19.16,100.0,13.9,12.12,very_dist_distracted
1773058194.4448426,19.15,100.0,13.0,13.28,very_dist_distracted
1773058194.5048876,19.15,100.0,11.6,14.28,very_dist_distracted
1773058194.5647764,19.14,100.0,13.2,15.43,very_dist_distracted
1773058194.6249163,19.14,100.0,13.4,16.11,very_dist_distracted
1773058194.6917386,19.45,100.0,11.3,16.93,very_dist_distracted
1773058194.7544634,19.45,100.0,10.0,17.69,very_dist_distracted
1773058194.811028,19.76,100.0,11.2,17.35,very_dist_distracted
1773058194.8658962,19.76,100.0,8.6,18.18,very_dist_distracted
1773058194.9249203,19.75,100.0,10.2,19.09,very_dist_distracted
1773058194.9849157,19.75,100.0,7.5,20.49,distracted
1773058195.0449355,19.74,100.0,7.5,21.88,distracted
1773058195.1052399,20.06,100.0,8.2,22.71,distracted
1773058195.1649728,20.05,100.0,6.2,24.16,distracted
1773058195.2264874,20.04,100.0,7.8,25.08,distracted
1773058195.287271,20.04,100.0,7.3,26.88,distracted
1773058195.3480601,20.03,100.0,8.0,27.83,distracted
1773058195.4162474,20.02,100.0,7.9,28.91,distracted
1773058195.4751961,20.34,100.0,9.0,30.01,distracted
1773058195.5397642,20.33,100.0,6.2,31.46,distracted
1773058195.6051123,20.33,100.0,6.6,33.79,distracted
1773058195.6502032,20.32,100.0,6.7,34.91,distracted
1773058195.7115715,20.31,100.0,6.2,36.69,distracted
1773058195.7646625,20.31,100.0,7.4,37.39,distracted
1773058195.8258429,20.62,100.0,7.1,38.36,distracted
1773058195.8858173,20.62,100.0,7.2,38.83,distracted
1773058195.9461946,20.61,100.0,7.1,39.3,distracted
1773058196.0051634,20.93,100.0,8.0,39.46,distracted
1773058196.064928,20.92,100.0,8.3,38.91,distracted
1773058196.1254704,20.91,100.0,6.7,39.85,distracted
1773058196.1913712,21.23,100.0,8.1,38.65,distracted
1773058196.2457273,21.22,100.0,8.0,38.42,distracted
1773058196.3068352,21.21,100.0,6.3,39.55,distracted
1773058196.3646014,21.21,100.0,8.3,39.32,distracted
1773058196.4268548,21.2,100.0,7.8,38.84,distracted
1773058196.4852698,21.19,100.0,7.6,38.42,distracted
1773058196.546218,21.19,100.0,7.4,38.09,distracted
1773058196.6181302,21.18,100.0,7.1,38.51,distracted
1773058196.6651142,21.17,100.0,6.0,38.42,distracted
1773058196.7247748,21.17,100.0,8.0,37.53,distracted
1773058196.8348415,21.16,100.0,7.6,37.23,distracted
1773058196.916019,21.15,100.0,7.4,36.9,distracted
1773058196.9580853,21.14,100.0,8.6,36.79,distracted
1773058197.004885,21.14,100.0,8.5,36.79,distracted
1773058197.0314257,21.13,100.0,7.1,36.79,distracted
1773058197.0862417,21.12,100.0,7.5,37.63,distracted
1773058197.1450784,21.12,100.0,8.9,38.01,distracted
1773058197.2047372,21.43,100.0,9.2,36.7,distracted
1773058197.2645245,21.42,100.0,6.3,37.8,distracted
1773058197.3248272,21.42,100.0,8.6,37.44,distracted
1773058197.3849554,21.41,100.0,6.2,37.22,distracted
1773058197.4449275,21.4,100.0,5.7,37.02,distracted
1773058197.5049067,21.4,100.0,3.6,37.87,distracted
1773058197.564873,21.39,100.0,3.8,39.17,distracted
1773058197.6253061,21.38,100.0,3.6,40.91,Neutral
1773058197.809606,21.36,100.0,11.1,39.2,distracted
1773058198.4083447,21.29,100.0,8.5,38.26,distracted
1773058198.5281618,21.28,100.0,7.1,39.14,distracted
1773058198.5848472,21.59,100.0,6.2,39.62,distracted
1773058198.768161,21.57,100.0,11.2,37.62,distracted
